5,0,2.02
5,0.02,2.03999
5,0.04,2.05996
5,0.06,2.07992
5,0.08,2.09984
5,0.1,2.11972
5,0.12,2.13956
5,0.14,2.15934
5,0.16,2.17907
5,0.18,2.19873
5,0.2,2.21832
5,0.22,2.23783
5,0.24,2.25725
5,0.26,2.27658
5,0.28,2.29582
5,0.3,2.31495
5,0.32,2.33397
5,0.34,2.35288
5,0.36,2.37166
5,0.38,2.39032
5,0.4,2.40885
5,0.42,2.42724
5,0.44,2.44548
5,0.46,2.46358
5,0.48,2.48153
5,0.5,2.49932
5,0.52,2.51695
5,0.54,2.53441
5,0.56,2.5517
5,0.58,2.56881
5,0.6,2.58574
5,0.62,2.60249
5,0.64,2.61905
5,0.66,2.63542
5,0.68,2.65159
5,0.7,2.66755
5,0.72,2.68331
5,0.74,2.69887
5,0.76,2.71421
5,0.78,2.72933
5,0.8,2.74423
5,0.82,2.75891
5,0.84,2.77336
5,0.86,2.78758
5,0.88,2.80157
5,0.9,2.81532
5,0.92,2.82883
5,0.94,2.84209
5,0.96,2.85511
5,0.98,2.86788
5,1,2.88039
5,1.02,2.89265
5,1.04,2.90466
5,1.06,2.9164
5,1.08,2.92787
5,1.1,2.93908
5,1.12,2.95002
5,1.14,2.96069
5,1.16,2.97108
5,1.18,2.98119
5,1.2,2.99103
5,1.22,3.00058
5,1.24,3.00985
5,1.26,3.01884
5,1.28,3.02753
5,1.3,3.03593
5,1.32,3.04405
5,1.34,3.05186
5,1.36,3.05938
5,1.38,3.0666
5,1.4,3.07351
5,1.42,3.08013
5,1.44,3.08644
5,1.46,3.09244
5,1.48,3.09813
5,1.5,3.10351
5,1.52,3.10858
5,1.54,3.11334
5,1.56,3.11777
5,1.58,3.1219
5,1.6,3.1257
5,1.62,3.12918
5,1.64,3.13234
5,1.66,3.13517
5,1.68,3.13768
5,1.7,3.13987
5,1.72,3.14172
5,1.74,3.14325
5,1.76,3.14444
5,1.78,3.1453
5,1.8,3.14583
5,1.82,3.14602
5,1.84,3.14587
5,1.86,3.14539
5,1.88,3.14457
5,1.9,3.14341
5,1.92,3.1419
5,1.94,3.14006
5,1.96,3.13787
5,1.98,3.13534
5,2,3.13246
5,2.02,3.12923
5,2.04,3.12565
5,2.06,3.12173
5,2.08,3.11746
5,2.1,3.11283
5,2.12,3.10786
5,2.14,3.10253
5,2.16,3.09684
5,2.18,3.0908
5,2.2,3.08441
5,2.22,3.07766
5,2.24,3.07055
5,2.26,3.06308
5,2.28,3.05526
5,2.3,3.04707
5,2.32,3.03853
5,2.34,3.02962
5,2.36,3.02035
5,2.38,3.01072
5,2.4,3.00072
5,2.42,2.99036
5,2.44,2.97964
5,2.46,2.96854
5,2.48,2.95709
5,2.5,2.94526
5,2.52,2.93307
5,2.54,2.92051
5,2.56,2.90757
5,2.58,2.89427
5,2.6,2.8806
5,2.62,2.86656
5,2.64,2.85215
5,2.66,2.83736
5,2.68,2.82221
5,2.7,2.80668
5,2.72,2.79077
5,2.74,2.77449
5,2.76,2.75784
5,2.78,2.74081
5,2.8,2.72341
5,2.82,2.70563
5,2.84,2.68747
5,2.86,2.66894
5,2.88,2.65002
5,2.9,2.63073
5,2.92,2.61107
5,2.94,2.59102
5,2.96,2.57059
5,2.98,2.54979
5,3,2.5286
5,3.02,2.50704
5,3.04,2.48509
5,3.06,2.46276
5,3.08,2.44005
5,3.1,2.41696
5,3.12,2.39348
5,3.14,2.36963
5,3.16,2.34539
5,3.18,2.32076
5,3.2,2.29576
5,3.22,2.27037
5,3.24,2.24459
5,3.26,2.21843
5,3.28,2.19188
5,3.3,2.16495
5,3.32,2.13764
5,3.34,2.10994
5,3.36,2.08185
5,3.38,2.05338
5,3.4,2.02451
5,3.42,1.99527
5,3.44,1.96563
5,3.46,1.93561
5,3.48,1.9052
5,3.5,1.8744
5,3.52,1.84322
5,3.54,1.81164
5,3.56,1.77968
5,3.58,1.74733
5,3.6,1.71458
5,3.62,1.68145
5,3.64,1.64793
5,3.66,1.61403
5,3.68,1.57973
5,3.7,1.54504
5,3.72,1.50996
5,3.74,1.47449
5,3.76,1.43863
5,3.78,1.40237
5,3.8,1.36573
5,3.82,1.3287
5,3.84,1.29127
5,3.86,1.25345
5,3.88,1.21524
5,3.9,1.17664
5,3.92,1.13765
5,3.94,1.09827
5,3.96,1.05849
5,3.98,1.01832
5,4,0.977756
5,4.02,0.9368
5,4.04,0.895452
5,4.06,0.853711
5,4.08,0.811576
5,4.1,0.769048
5,4.12,0.726126
5,4.14,0.682811
5,4.16,0.639102
5,4.18,0.594999
5,4.2,0.550502
5,4.22,0.505611
5,4.24,0.460326
5,4.26,0.414646
5,4.28,0.368572
5,4.3,0.322104
5,4.32,0.27524
5,4.34,0.227982
5,4.36,0.180329
5,4.38,0.132281
5,4.4,0.0838382
5,4.42,0.0349999
5,4.44,-0.0142336
5,4.46,-0.0638625
5,4.48,-0.113887
5,4.5,-0.164307
5,4.52,-0.215122
5,4.54,-0.266334
5,4.56,-0.317941
5,4.58,-0.369944
5,4.6,-0.422343
5,4.62,-0.475138
5,4.64,-0.528329
5,4.66,-0.581916
5,4.68,-0.6359
5,4.7,-0.69028
5,4.72,-0.745057
5,4.74,-0.800229
5,4.76,-0.855799
5,4.78,-0.911765
5,4.8,-0.968128
5,4.82,-1.02489
5,4.84,-1.08204
5,4.86,-1.1396
5,4.88,-1.19755
5,4.9,-1.2559
5,4.92,-1.31464
5,4.94,-1.37378
5,4.96,-1.43332
5,4.98,-1.49326
5,5,-1.55359
