5,0,2.04998
5,0.05,2.09984
5,0.1,2.14946
5,0.15,2.19873
5,0.2,2.24755
5,0.25,2.29582
5,0.3,2.34344
5,0.35,2.39032
5,0.4,2.43638
5,0.45,2.48153
5,0.5,2.5257
5,0.55,2.56881
5,0.6,2.6108
5,0.65,2.65159
5,0.7,2.69112
5,0.75,2.72933
5,0.8,2.76616
5,0.85,2.80157
5,0.9,2.83549
5,0.95,2.86788
5,1,2.89869
5,1.05,2.92787
5,1.1,2.95539
5,1.15,2.98119
5,1.2,3.00525
5,1.25,3.02753
5,1.3,3.04799
5,1.35,3.0666
5,1.4,3.08332
5,1.45,3.09813
5,1.5,3.111
5,1.55,3.1219
5,1.6,3.1308
5,1.65,3.13768
5,1.7,3.14252
5,1.75,3.1453
5,1.8,3.14599
5,1.85,3.14457
5,1.9,3.14102
5,1.95,3.13533
5,2,3.12748
5,2.05,3.11746
5,2.1,3.10523
5,2.15,3.0908
5,2.2,3.07415
5,2.25,3.05526
5,2.3,3.03412
5,2.35,3.01072
5,2.4,2.98504
5,2.45,2.95708
5,2.5,2.92683
5,2.55,2.89427
5,2.6,2.8594
5,2.65,2.82221
5,2.7,2.78268
5,2.75,2.74081
5,2.8,2.69659
5,2.85,2.65002
5,2.9,2.60109
5,2.95,2.54979
5,3,2.49611
5,3.05,2.44005
5,3.1,2.3816
5,3.15,2.32076
5,3.2,2.25752
5,3.25,2.19188
5,3.3,2.12383
5,3.35,2.05337
5,3.4,1.9805
5,3.45,1.9052
5,3.5,1.82748
5,3.55,1.74732
5,3.6,1.66474
5,3.65,1.57972
5,3.7,1.49227
5,3.75,1.40237
5,3.8,1.31003
5,3.85,1.21524
5,3.9,1.11801
5,3.95,1.01832
5,4,0.916174
5,4.05,0.811574
5,4.1,0.704516
5,4.15,0.594997
5,4.2,0.483016
5,4.25,0.368571
5,4.3,0.251659
5,4.35,0.13228
5,4.4,0.0104309
5,4.45,-0.113889
5,4.5,-0.24068
5,4.55,-0.369946
5,4.6,-0.501686
5,4.65,-0.635902
5,4.7,-0.772595
5,4.75,-0.911767
5,4.8,-1.05342
5,4.85,-1.19755
5,4.9,-1.34416
5,4.95,-1.49326
