-5,0,1.98
-5,-0.02,1.96001
-5,-0.04,1.94004
-5,-0.06,1.92009
-5,-0.08,1.90017
-5,-0.1,1.8803
-5,-0.12,1.86047
-5,-0.14,1.84071
-5,-0.16,1.82102
-5,-0.18,1.8014
-5,-0.2,1.78188
-5,-0.22,1.76245
-5,-0.24,1.74313
-5,-0.26,1.72393
-5,-0.28,1.70486
-5,-0.3,1.68593
-5,-0.32,1.66715
-5,-0.34,1.64853
-5,-0.36,1.63008
-5,-0.38,1.61182
-5,-0.4,1.59376
-5,-0.42,1.57591
-5,-0.44,1.55827
-5,-0.46,1.54087
-5,-0.48,1.52372
-5,-0.5,1.50683
-5,-0.52,1.49021
-5,-0.54,1.47387
-5,-0.56,1.45784
-5,-0.58,1.44212
-5,-0.6,1.42673
-5,-0.62,1.41168
-5,-0.64,1.39699
-5,-0.66,1.38268
-5,-0.68,1.36875
-5,-0.7,1.35523
-5,-0.72,1.34214
-5,-0.74,1.32948
-5,-0.76,1.31727
-5,-0.78,1.30554
-5,-0.8,1.2943
-5,-0.82,1.28357
-5,-0.84,1.27336
-5,-0.86,1.2637
-5,-0.88,1.2546
-5,-0.9,1.24609
-5,-0.92,1.23818
-5,-0.94,1.2309
-5,-0.96,1.22426
-5,-0.98,1.21828
-5,-1,1.21299
-5,-1.02,1.20842
-5,-1.04,1.20457
-5,-1.06,1.20148
-5,-1.08,1.19917
-5,-1.1,1.19765
-5,-1.12,1.19697
-5,-1.14,1.19713
-5,-1.16,1.19817
-5,-1.18,1.20012
-5,-1.2,1.20299
-5,-1.22,1.20681
-5,-1.24,1.21162
-5,-1.26,1.21744
-5,-1.28,1.2243
-5,-1.3,1.23222
-5,-1.32,1.24124
-5,-1.34,1.25139
-5,-1.36,1.2627
-5,-1.38,1.2752
-5,-1.4,1.28892
-5,-1.42,1.3039
-5,-1.44,1.32016
-5,-1.46,1.33775
-5,-1.48,1.35669
-5,-1.5,1.37703
-5,-1.52,1.39879
-5,-1.54,1.42202
-5,-1.56,1.44676
-5,-1.58,1.47303
-5,-1.6,1.50089
-5,-1.62,1.53037
-5,-1.64,1.56151
-5,-1.66,1.59436
-5,-1.68,1.62895
-5,-1.7,1.66533
-5,-1.72,1.70354
