-5,0,1.95002
-5,-0.05,1.90017
-5,-0.1,1.85058
-5,-0.15,1.8014
-5,-0.2,1.75278
-5,-0.25,1.70486
-5,-0.3,1.65782
-5,-0.35,1.61182
-5,-0.4,1.56706
-5,-0.45,1.52372
-5,-0.5,1.482
-5,-0.55,1.44212
-5,-0.6,1.40429
-5,-0.65,1.36875
-5,-0.7,1.33575
-5,-0.75,1.30554
-5,-0.8,1.2784
-5,-0.85,1.2546
-5,-0.9,1.23446
-5,-0.95,1.21828
-5,-1,1.2064
-5,-1.05,1.19917
-5,-1.1,1.19694
-5,-1.15,1.20012
-5,-1.2,1.20909
-5,-1.25,1.2243
-5,-1.3,1.24618
-5,-1.35,1.2752
-5,-1.4,1.31186
-5,-1.45,1.35669
-5,-1.5,1.41022
-5,-1.55,1.47303
-5,-1.6,1.54573
-5,-1.65,1.62895
-5,-1.7,1.72335
-5,-1.75,1.82965
-5,-1.8,1.94857
-5,-1.85,2.08089
-5,-1.9,2.22744
-5,-1.95,2.38906
-5,-2,2.56665
-5,-2.05,2.76117
-5,-2.1,2.97361
-5,-2.15,3.20501
-5,-2.2,3.45648
-5,-2.25,3.72918
-5,-2.3,4.02432
-5,-2.35,4.34318
-5,-2.4,4.6871
-5,-2.45,5.05749
-5,-2.5,5.45585
-5,-2.55,5.88374
-5,-2.6,6.34279
-5,-2.65,6.83473
-5,-2.7,7.36138
-5,-2.75,7.92464
-5,-2.8,8.52653
-5,-2.85,9.16914
-5,-2.9,9.8547
-5,-2.95,10.5855
-5,-3,11.3641
-5,-3.05,12.1929
-5,-3.1,13.0748
-5,-3.15,14.0125
-5,-3.2,15.0091
-5,-3.25,16.0676
-5,-3.3,17.1915
-5,-3.35,18.3841
-5,-3.4,19.6491
-5,-3.45,20.9904
-5,-3.5,22.4121
-5,-3.55,23.9182
-5,-3.6,25.5134
-5,-3.65,27.2023
-5,-3.7,28.9898
-5,-3.75,30.8812
-5,-3.8,32.8818
-5,-3.85,34.9974
-5,-3.9,37.2341
-5,-3.95,39.5981
-5,-4,42.0962
-5,-4.05,44.7353
-5,-4.1,47.5227
-5,-4.15,50.4663
-5,-4.2,53.5741
-5,-4.25,56.8548
-5,-4.3,60.3172
-5,-4.35,63.9708
-5,-4.4,67.8257
-5,-4.45,71.8921
-5,-4.5,76.1811
-5,-4.55,80.7043
-5,-4.6,85.4737
-5,-4.65,90.5021
-5,-4.7,95.803
-5,-4.75,101.39
-5,-4.8,107.279
-5,-4.85,113.485
-5,-4.9,120.024
-5,-4.95,126.913
